CNPJ_CIA,DENOM_SOCIAL,SIT,DT_REG,DT_CONST,DT_CANCEL
43.202.951/0001-56,RACIONAL ENGENHARIA SA,CANCELADA,7/8/1982,,11/23/1987
61.585.865/0001-51,RAIA DROGASIL S.A.,ATIVO,7/20/1977,3/28/1935,
61.585.865/0001-51,RAIA DROGASIL S.A.,ATIVO,7/20/1977,3/28/1935,
60.605.664/0001-06,RAIA SA,CANCELADA,12/16/2010,11/13/1936,2/2/2012
01.529.589/0001-82,RAIL SUL SA,CANCELADA,12/5/1996,11/8/1996,1/31/2006
08.070.508/0001-78,RAÍZEN ENERGIA S.A.,ATIVO,10/21/2013,11/16/2000,
33.453.598/0001-23,RAÍZEN S.A.,ATIVO,5/28/2021,8/11/1961,
10.964.948/0001-10,RAN REF ACUCAR NORTE SA,CANCELADA,7/20/1977,,1/4/2010
10.523.280/0001-76,RANDON NORDESTE SA VEICS IMPLS,CANCELADA,7/20/1977,,2/16/1996
89.086.144/0001-16,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,ATIVO,2/5/1993,9/16/1992,
89.086.144/0001-16,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,ATIVO,2/5/1993,9/16/1992,
88.610.829/0001-57,RANDON SA VEICULOS IMPLEMENTOS,CANCELADA,7/20/1977,,4/27/1993
94.789.468/0001-50,RASIP AGRO PASTORIL SA,CANCELADA,5/27/1999,9/14/1992,7/16/2013
03.559.006/0001-91,RB CAPITAL SECURITIZADORA S.A.,CANCELADA,10/31/2005,11/17/1999,12/31/2019
02.221.531/0001-30,RDN CONCESSÕES E PARTICIPAÇÕES S.A.,CANCELADA,11/12/2001,11/3/1997,12/23/2021
10.452.416/0001-02,REAG INVESTIMENTOS SA,ATIVO,9/27/2022,10/28/2008,
02.643.896/0001-52,REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,CANCELADA,9/14/1999,7/17/1998,2/1/2023
02.670.203/0001-10,REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO),CANCELADA,12/9/1998,7/30/1998,1/14/2002
02.670.204/0001-65,REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO),CANCELADA,12/3/1998,7/30/1998,1/14/2002
28.154.847/0001-40,REALCAFE SOLUVEL DO BRASIL S/A,CANCELADA,7/20/1977,,4/13/2000
02.670.205/0001-00,REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO,CANCELADA,12/9/1998,7/30/1998,1/14/2002
01.430.815/0001-73,REASON S.A. COML. IMPORT. E EXPORTADORA,CANCELADA,10/10/1997,,2/5/2001
06.349.242/0001-71,REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,CANCELADA,10/10/2005,12/20/2004,2/3/2016
04.370.450/0001-27,REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,CANCELADA,12/30/2002,3/5/2001,4/13/2017
91.333.666/0001-17,RECRUSUL SA,ATIVO,12/20/1985,5/31/1954,
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,ATIVO,10/21/2019,10/31/2011,
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,ATIVO,10/16/1969,1/2/1929,
01.425.787/0001-04,REDECARD S/A,CANCELADA,7/11/2007,9/2/1996,10/18/2012
01.425.787/0001-04,REDECARD S/A,CANCELADA,7/11/2007,9/2/1996,10/18/2012
12.126.500/0001-53,REDENTOR ENERGIA S/A,CANCELADA,8/6/2010,4/29/2010,1/19/2016
67.915.785/0001-01,REDFACTOR FACTORING E FOMENTO COML S/A,CANCELADA,12/22/2003,5/11/1992,5/16/2011
40.180.943/0001-68,REFINARIA DE MANAUS S.A.,ATIVO,9/1/2023,12/22/2020,
94.845.674/0001-30,REFINARIA PET IPIRANGA SA,CANCELADA,8/11/1963,8/11/1936,7/17/2008
33.412.081/0001-96,REFINARIA PET MANGUINHOS SA,ATIVO,5/14/1970,2/1/1946,
13.349.677/0001-81,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,CANCELADA,5/10/2012,1/19/2011,6/1/2022
47.349.535/0001-36,REMA SA,CANCELADA,2/22/1983,,9/6/1988
92.690.700/0001-73,RENNER HERRMANN SA,CANCELADA,8/19/1968,,8/12/2002
02.659.727/0001-00,RENNER PARTICIPAÇÕES SA,CANCELADA,9/15/1998,6/1/1998,7/20/2009
19.133.012/0001-12,RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.,CANCELADA,10/22/2015,9/25/2013,2/1/2021
08.534.605/0001-74,RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL,ATIVO,8/20/2008,12/6/2006,
08.572.741/0001-59,REP REAL ESTATE PARTNERS DESENV IMOB SA,CANCELADA,7/11/2008,11/1/2006,8/13/2012
02.363.917/0001-86,RET PARTICIPAÇÕES S/A,CANCELADA,5/28/1998,1/19/1998,6/11/2018
29.506.474/0001-91,REXAM BEVERAGE CAN SOUTH AMERICA S.A.,CANCELADA,5/14/1997,9/1/1989,5/19/2004
11.818.783/0001-31,RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA,CANCELADA,7/21/2010,1/21/2010,8/18/2011
02.016.440/0001-62,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,ATIVO,10/13/1997,7/28/1997,
30.702.767/0001-23,RHC SECURITIZADORA DE CRÉDITOS S.A.,CANCELADA,1/29/2019,1/2/2018,6/30/2020
89.163.430/0001-38,RHODIA AGRO SA,CANCELADA,7/12/1982,,1/9/1990
57.507.626/0001-06,RHODIA SA,CANCELADA,7/12/1982,,10/15/1993
15.179.682/0001-19,RHODIA-STER FIPACK SA,CANCELADA,12/11/1970,,9/4/1998
15.232.127/0001-03,RIB SA,CANCELADA,6/22/1984,,4/25/1997
72.991.714/0001-10,RIBEIRAO PRETO WATER PARK SA,CANCELADA,10/11/1994,10/27/1993,6/30/2004
80.902.018/0001-18,RICASA ROLANDIA IC E AGRI SA,CANCELADA,8/17/1963,,3/22/2005
51.033.975/0001-57,RIMA IMPRESSORA SA,CANCELADA,9/21/1992,,3/22/2005
29.388.352/0001-48,RIMET EMPREEND. INDS. E COMERCIAIS S/A,CANCELADA,6/12/1986,5/15/1985,10/31/2012
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,ATIVO,4/26/2021,8/5/2020,
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,ATIVO,11/9/2022,1/18/2021,
38.126.888/0001-86,Rio Energy Participações S.A.,CANCELADA,10/29/2021,8/14/2020,5/31/2023
90.348.632/0001-33,RIO GRANDE CIA CEL DO SUL,CANCELADA,10/4/1982,,4/10/1986
02.016.439/0001-38,RIO GRANDE ENERGIA SA,CANCELADA,10/13/1997,7/28/1997,1/1/2019
14.969.641/0001-63,RIO MONSARÁS PARTICIPAÇÕES S/A,CANCELADA,9/6/2012,7/18/2011,7/23/2014
42.149.559/0001-28,RIO OTHON PALACE HOTEL SA,CANCELADA,11/30/1973,,2/18/1994
23.096.269/0001-19,RIO PARANA ENERGIA S.A.,ATIVO,3/2/2021,6/26/2015,
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,,,,
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,,,,
42.292.007/0001-74,RIO+ SANEAMENTO BL 3 S.A.,ATIVO,3/28/2023,6/11/2021,
03.392.498/0001-73,RIOEST ESTACIONAMENTOS SA,CANCELADA,2/5/2001,8/24/1999,4/26/2012
28.442.718/0001-57,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,CANCELADA,4/6/2018,5/30/2017,7/11/2022
51.468.791/0001-10,RIPASA SA CELULOSE E PAPEL,CANCELADA,11/24/1982,,8/28/2006
13.457.942/0001-45,RIVA INCORPORADORA S/A,CANCELADA,7/28/2020,1/31/2011,3/21/2023
92.750.793/0001-84,RIZZO SA IND ALIM,CANCELADA,6/22/1971,,10/30/1985
08.281.683/0001-04,RJ CAPITAL PARTNERS S.A.,CANCELADA,1/13/2011,8/9/2006,5/30/2018
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,ATIVO,1/18/2007,1/1/1949,
59.981.829/0001-65,RODOBENS S.A.,ATIVO,5/6/2021,11/19/1979,
88.612.049/0001-46,RODOVIARIA SA IND IMPLS TRANSP,CANCELADA,7/20/1977,,4/19/1993
03.025.305/0001-46,RODOVIAS DAS COLINAS S.A.,ATIVO,4/25/2013,3/2/1999,
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,ATIVO,11/12/2021,2/26/2021,
84.584.416/0001-94,ROMANO MASSIGNAM SA IND COM,CANCELADA,9/11/1975,,10/25/1984
29.088.092/0001-95,ROMAXIS SECURITIZADORA S.A.,CANCELADA,3/22/2019,11/10/2017,6/30/2022
56.720.428/0001-63,ROMI S.A.,ATIVO,4/19/1938,4/19/1938,
11.995.745/0001-54,ROPASC PARTICIPAÇÕES S/A,CANCELADA,10/22/2010,5/6/2010,12/31/2013
56.991.490/0001-90,ROSAFER SA,CANCELADA,11/25/1982,,8/31/1989
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,ATIVO,7/1/1997,1/1/1980,
01.535.646/0001-36,ROSSI SECURITIES SA,CANCELADA,12/23/1996,,6/15/2000
22.131.736/0001-31,RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.,CANCELADA,12/8/2015,1/26/2015,6/22/2016
03.765.375/0001-30,RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A,CANCELADA,1/16/2001,4/6/2000,12/29/2004
04.925.301/0001-87,RUBERTEX COM E INDUSTRIA SA,CANCELADA,7/20/1977,,3/22/2005
21.976.484/0001-89,RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,CANCELADA,9/17/2018,2/2/2015,6/30/2022
71.550.388/0001-42,RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.,CANCELADA,8/7/2014,12/13/1993,12/19/2016
33.572.408/0001-97,RUMO MALHA CENTRAL S.A.,ATIVO,12/17/2021,5/9/2019,
24.962.466/0001-36,RUMO MALHA NORTE S.A.,ATIVO,12/27/1995,9/22/1988,
39.115.514/0001-28,RUMO MALHA OESTE S.A.,ATIVO,10/20/1998,8/28/1990,
02.502.844/0001-66,RUMO MALHA PAULISTA S.A.,ATIVO,11/12/1998,4/1/1998,
01.258.944/0001-26,RUMO MALHA SUL S.A.,ATIVO,8/29/1996,4/30/1996,
02.387.241/0001-60,RUMO S.A.,ATIVO,7/2/1998,9/30/1997,
02.387.241/0001-60,RUMO S.A.,ATIVO,7/2/1998,9/30/1997,
60.582.608/0001-01,RURAL LEASING SA ARREND MERC,CANCELADA,12/27/1995,8/5/1980,5/23/2006
92.772.821/0001-64,S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA,CANCELADA,7/20/1977,5/7/1927,1/4/2011
00.982.476/0001-75,S.A.V.SA,CANCELADA,1/26/1996,,6/15/2000
02.220.855/0001-53,S.F.S.P.V. EMPRS E PARTS SA,CANCELADA,10/2/1998,10/17/1997,7/21/1999
02.250.726/0001-08,S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A,CANCELADA,10/2/1998,10/17/1997,12/31/2005
10.782.548/0001-94,SA BRASILEIRA IND OTICA SABIO,CANCELADA,7/20/1977,,8/9/2005
10.074.623/0001-62,SA CONFECCOES BRAS SABRA,CANCELADA,10/21/1976,8/20/1974,4/20/1999
33.132.275/0001-38,SA CORTUME CARIOCA,CANCELADA,5/28/1981,,11/25/1987
33.040.437/0001-08,SA ENGEFUSA,CANCELADA,7/20/1977,,12/20/2005
61.116.331/0001-86,SA FABRICA PRODS ALIMCS VIGOR,CANCELADA,2/21/1984,12/30/1926,2/20/2009
30.751.887/0001-10,SA MARVIN,CANCELADA,3/26/1986,,6/17/1993
17.179.391/0001-56,SA MINERACAO DA TRINDADE,CANCELADA,9/16/1969,,10/16/2000
15.104.599/0001-80,SA MINERACAO DE AMIANTO,CANCELADA,7/3/1987,,8/23/1989
33.000.571/0001-85,SA WHITE MARTINS,CANCELADA,5/15/1969,,5/26/2000
11.616.840/0001-08,SAAG INVESTIMENTOS S.A.,CANCELADA,3/1/2012,2/25/2010,10/21/2014
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,ATIVO,8/13/2018,5/15/2000,
83.313.205/0001-54,SADIA AVICOLA SA,CANCELADA,3/12/1975,,5/21/1987
83.568.147/0001-00,SADIA CONCORDIA SA IND E COM,CANCELADA,7/20/1977,,8/27/1998
03.906.591/0001-59,SADIA SA,CANCELADA,12/17/1981,,12/29/2000
20.730.099/0001-94,SADIA SA,CANCELADA,12/27/2000,8/31/2000,11/4/2009
49.039.936/0001-15,SADOKIN SA ELETRICA ELETRONICA,CANCELADA,11/30/1957,,12/18/1998
13.522.948/0001-59,SAFIRA HOLDING S.A.,ATIVO,3/15/2023,4/5/2011,
08.140.464/0001-05,SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,CANCELADA,12/20/2006,6/1/2006,10/27/2011
43.338.730/0001-00,SAFRA HOLDING SA,CANCELADA,7/16/1982,,12/27/1990
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,CANCELADA,6/24/1981,,2/13/1990
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,CANCELADA,9/21/1993,4/3/1968,8/29/2003
62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,CANCELADA,10/27/2005,9/21/1993,1/17/2019
43.422.013/0001-61,SAFRA SA ADM E PARTICIPACOES,CANCELADA,4/29/1981,,4/28/1988
08.638.282/0001-69,SAHY PARTICIPAÇÕES SA,CANCELADA,7/2/2007,12/11/2006,11/16/2007
28.672.087/0001-62,SAINT-GOBAIN CANALIZAÇÃO S/A,CANCELADA,8/25/1937,,6/1/2001
60.853.942/0001-44,SAINT-GOBAIN VIDROS SA,CANCELADA,3/1/1978,,5/31/2001
12.296.919/0001-53,SALGEMA INDS QUIMICAS SA,CANCELADA,8/1/1983,,12/23/1996
15.494.541/0001-90,SALUS INFRAESTRUTURA PORTUÁRIA S.A.,ATIVO,1/5/2015,3/27/2012,
60.531.548/0001-90,SAMCIL SA SERV ASSIS MED AO CI,CANCELADA,7/20/1977,,12/7/1994
01.616.929/0001-02,SANEAMENTO DE GOIAS SA,ATIVO,12/11/2001,9/13/1967,
02.724.983/0001-34,SANESALTO SANEAMENTO SA,ATIVO,9/21/2004,11/3/1996,
33.033.960/0001-07,SANO SA INDUSTRIA E COMERCIO,CANCELADA,5/17/1968,,8/7/2007
61.070.678/0001-35,SANSUY SA IND DE PLASTICOS,CANCELADA,7/4/1980,,3/29/1994
14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,ATIVO,5/6/1986,9/10/1979,
00.897.864/0001-58,SANTA CATARINA PART INVEST SA,ATIVO,12/13/1995,10/30/1995,
61.105.474/0001-92,SANTACONSTANCIA TECELAGEM SA,CANCELADA,12/21/1977,,6/18/1996
72.418.478/0001-47,SANTANA TEXTIL SA,CANCELADA,1/7/1997,,1/9/1998
00.589.171/0001-06,SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.,CANCELADA,7/6/1995,10/24/1994,11/30/2009
42.291.245/0001-65,SANTANDER LEASING S.A. ARREND MERC,CANCELADA,11/10/1981,,12/6/2002
47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,CANCELADA,12/27/1984,,1/5/2001
47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,CANCELADA,3/19/2007,10/1/1975,12/29/2020
61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,CANCELADA,6/4/1980,,1/29/1988
61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,CANCELADA,6/29/1995,3/7/1967,3/5/2021
33.009.960/0001-71,SANTISTA ALIMENTOS SA,CANCELADA,7/20/1977,,12/1/2000
15.082.688/0001-73,SANTISTA TEXTIL SA,CANCELADA,7/28/1994,10/1/1986,11/29/2007
09.391.823/0001-60,SANTO ANTONIO ENERGIA S.A.,ATIVO,4/28/2014,1/17/2008,
02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,ATIVO,11/9/1998,8/25/1998,
02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,ATIVO,11/9/1998,8/25/1998,
08.519.271/0001-60,SANTOS BRASIL TECON S.A.,CANCELADA,5/16/2007,11/27/2006,11/19/2009
08.811.226/0001-84,SAO BRAZ SA IND COM ALIMENTOS,CANCELADA,11/1/1985,,9/30/1994
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,ATIVO,3/25/1991,10/10/1985,
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,ATIVO,3/25/1991,10/10/1985,
44.220.580/0001-06,SAO LUIZ PARTICIPACOES SA,CANCELADA,12/17/1981,,10/17/1988
51.466.860/0001-56,SÃO MARTINHO SA,ATIVO,2/7/2007,7/14/1937,
62.002.886/0001-60,SÃO PAULO TURISMO S.A.,ATIVO,10/20/1977,2/5/1968,
04.106.907/0001-90,SÃO PAULO WELLNESS S/A,CANCELADA,11/14/2001,10/3/2000,4/6/2004
44.841.035/0001-29,SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.,CANCELADA,6/21/2022,1/3/2022,6/30/2022
10.922.052/0001-79,SARABOR SA REGENS ARTEFS BORR,CANCELADA,7/20/1977,,12/20/2005
60.500.139/0001-26,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,ATIVO,7/20/1977,12/8/1947,
33.429.226/0001-61,SATMA SUL AMERICA PARTS SA,CANCELADA,7/20/1977,,4/6/1999
00.866.577/0001-80,SAUIPE SA,CANCELADA,12/20/1995,8/29/1995,4/4/2018
60.591.609/0001-04,SAVENA SA VEICS NAC COM REPR,CANCELADA,7/26/1971,,12/28/1984
06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,ATIVO,1/6/2021,6/23/2004,
19.288.959/0001-00,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,CANCELADA,5/27/2014,11/21/2013,5/26/2015
17.568.683/0001-80,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,CANCELADA,1/16/2014,1/9/2013,9/1/2017
00.285.599/0001-57,SCGR EMPRS PARTICIPACOES SA,CANCELADA,1/22/1997,,5/4/1999
84.693.183/0001-68,SCHULZ SA,ATIVO,12/19/1994,6/12/1963,
47.379.565/0001-95,SCOPUS TECNOLOGIA SA,CANCELADA,12/1/1983,,8/12/1992
93.167.658/0001-73,SDV ADM-DE SHOPPING CENTERS SA,CANCELADA,4/15/1991,11/24/1989,4/12/2017
01.545.828/0001-98,SE SA COMERCIO E IMPORTACAO,CANCELADA,2/21/1997,,6/12/1998
14.042.551/0001-22,SEABRAS SERVIÇOS DE PETROLEO S/A,CANCELADA,2/13/2012,7/1/2011,5/23/2014
02.914.460/0001-50,SEARA ALIMENTOS SA,CANCELADA,3/11/1999,12/22/1998,4/5/2005
84.374.818/0001-64,SEARA INDUSTRIAL SA,CANCELADA,7/20/1977,,6/15/1989
60.874.633/0001-50,SEARLE BRASIL SA,CANCELADA,6/19/1981,,4/18/1986
20.445.827/0001-16,SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS,CANCELADA,11/11/2015,1/31/2014,6/14/2017
07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,ATIVO,5/2/2005,9/14/2004,
07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,ATIVO,5/2/2005,9/14/2004,
61.592.895/0001-95,SECURIT SA,CANCELADA,7/20/1977,,10/18/1996
88.615.315/0001-94,SEHBE CIA DE PARTICIPACOES,CANCELADA,7/9/1986,,8/9/2005
88.658.752/0001-95,SEHBE SA HOTEIS E TURISMO,CANCELADA,4/16/1973,,11/22/2006
87.043.832/0001-73,SEIVA S.A. - FLORESTAS E INDÚSTRIAS,ATIVO,12/11/1981,12/29/1971,
22.902.694/0001-95,SELF IT ACADEMIAS HOLDING S.A.,CANCELADA,5/13/2022,7/22/2015,2/10/2023
56.783.681/0001-66,SEMENTES AGROCERES SA,CANCELADA,7/20/1977,,6/4/1998
61.364.725/0001-53,SEMER SA,CANCELADA,3/8/1982,,5/6/1985
61.151.445/0001-67,SEMP TOSHIBA SA,CANCELADA,8/12/1971,3/17/1944,11/13/2008
06.057.223/0001-71,SENDAS DISTRIBUIDORA S.A.,ATIVO,12/11/2020,12/18/2003,
31.911.548/0001-17,SENDAS S/A,CANCELADA,6/5/2002,1/1/1960,7/15/2005
22.495.265/0001-40,SENECA COMPANHIA SECURITIZADORA,CANCELADA,8/17/2015,4/15/2015,6/30/2022
80.680.093/0001-81,SENIOR SISTEMAS S.A.,ATIVO,5/12/2022,5/24/1988,
01.599.101/0001-93,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,ATIVO,10/5/2020,12/5/1996,
04.986.320/0001-13,SER EDUCACIONAL S.A.,ATIVO,10/18/2013,3/19/2002,
42.500.384/0001-51,SERENA ENERGIA S.A.,ATIVO,12/1/2021,6/28/2021,
09.149.503/0001-06,SERENA GERAÇÃO S.A.,CANCELADA,7/29/2010,9/26/2007,9/20/2013
09.149.503/0001-06,SERENA GERAÇÃO S.A.,ATIVO,7/7/2014,9/26/2007,
33.161.340/0001-53,SERGEN SERVS GERAIS DE ENG SA,CANCELADA,7/20/1977,8/16/1961,7/30/2014
17.244.161/0001-23,SERMECO SERV MEC ENG CONST SA,CANCELADA,7/20/1977,,9/6/1990
01.369.947/0001-37,SERNAMBETIBA TRUST SPE SA,CANCELADA,12/3/1996,,2/22/2005
00.545.378/0001-70,SERRA AZUL WATER PARK SA,CANCELADA,7/26/1995,3/9/1995,4/25/2024
33.315.367/0001-53,SERTEP SA ENG. E MONTAGEM,CANCELADA,2/1/1995,,8/9/1996
61.467.379/0001-39,SERVIX ENGENHARIA SA,CANCELADA,7/20/1977,5/12/1932,4/29/2005
89.717.268/0001-52,SETA SA EXTRAT TANINO ACACIA,CANCELADA,11/3/1988,,4/3/1997
61.413.423/0001-28,SETAL INSTALACOES INDLS SA,CANCELADA,4/14/1961,,11/5/1986
08.638.269/0001-00,SETIBA PARTICIPAÇÕES S/A,CANCELADA,7/2/2007,12/11/2006,1/8/2014
00.115.890/0001-87,SHOPPING CENTER TACARUNA SA,CANCELADA,9/11/1996,6/30/1994,3/13/2019
01.104.894/0001-22,SHOPTIME SA,CANCELADA,4/26/1996,,12/13/2005
88.270.178/0001-01,SIBISA TRADING SA,CANCELADA,11/14/1989,,12/20/2005
15.144.306/0001-99,SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A),CANCELADA,12/17/1970,,3/21/2002
77.623.163/0001-55,SID INFORMATICA SA,CANCELADA,2/14/1985,,5/10/1994
19.882.497/0001-47,SID MICROELETRONICA SA,CANCELADA,12/1/1986,,5/10/1994
00.367.961/0001-39,SIDERURGIA BRASILEIRA SA,CANCELADA,9/9/1988,,7/7/1998
10.807.923/0001-03,SIDERURGICA ACONORTE SA,CANCELADA,9/30/1970,,12/23/1996
89.011.795/0001-47,SIDERURGICA CEARENSE S/A,CANCELADA,12/22/1987,,12/29/1995
57.490.229/0001-79,SIDERURGICA COFERRAZ SA,CANCELADA,12/2/1971,,12/20/2005
76.486.430/0001-27,SIDERURGICA GUAIRA SA,CANCELADA,12/2/1971,,9/5/1995
42.119.370/0001-92,SIDERURGICA HIME,CANCELADA,4/29/1981,,2/5/1986
61.156.931/0001-78,SIDERURGICA J L ALIPERTI SA,ATIVO,6/6/1986,1/2/1924,
92.780.311/0001-39,SIDERURGICA RIOGRANDENSE SA,CANCELADA,5/17/1968,,6/30/1997
60.499.605/0001-09,SIFCO SA,CANCELADA,10/7/1970,,3/9/2004
52.211.539/0001-93,SIFCOINVEST SA,CANCELADA,1/16/1985,,9/19/1988
82.612.532/0001-44,SIMESC SA,CANCELADA,1/29/1976,,7/26/1994
07.415.333/0001-20,SIMPAR S.A.,ATIVO,7/29/2020,6/3/2005,
04.065.791/0001-99,SINQIA S.A.,CANCELADA,4/26/2012,8/4/2000,1/19/2024
04.065.791/0001-99,SINQIA S.A.,CANCELADA,4/26/2012,8/4/2000,1/19/2024
22.668.529/0001-10,SIOM SA I INSTRS DE OTICA MEC,CANCELADA,7/20/1977,,3/22/2005
57.491.276/0001-37,SIPOREX CONCRETO CELULAR SA,CANCELADA,2/23/1973,,6/15/1988
13.539.713/0001-70,SISAL BAHIA HOTEIS TURISMO SA,CANCELADA,7/28/1972,,3/21/2006
33.146.762/0001-50,SISAL IMOB SANTO AFONSO SA,CANCELADA,7/20/1977,,12/20/2005
17.165.036/0001-28,SIT SOC DE INSTALACOES TECS SA,CANCELADA,7/20/1977,,4/25/2002
89.096.457/0001-55,SLC AGRICOLA SA,ATIVO,6/12/2007,7/21/1977,
31.910.308/0001-06,SLOT URBANISMO S.A.,CANCELADA,3/21/2019,10/1/2018,1/31/2020
00.694.303/0001-51,SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,CANCELADA,12/11/1995,7/7/1995,4/2/2008
07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,ATIVO,10/20/2017,7/19/2005,
07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,ATIVO,10/20/2017,7/19/2005,
05.730.375/0001-20,SMILES FIDELIDADE S.A.,CANCELADA,10/10/2017,1/22/2003,9/1/2021
15.912.764/0001-20,SMILES S.A.,CANCELADA,4/25/2013,6/10/2012,7/1/2017
73.903.718/0001-61,SNB PARTICIPACOES SA,ATIVO,3/9/1994,11/15/1993,
60.869.005/0001-87,SOBLOCO CONSTRUTORA SA,CANCELADA,8/11/1981,,4/15/1985
60.594.538/0001-01,SOBRAL INVICTA SA,CANCELADA,7/20/1987,5/2/1952,5/31/2001
60.852.035/0001-80,SOCIED. PAULIS ARTEF METALS/A,CANCELADA,1/30/1987,,4/5/1988
46.119.855/0001-37,SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA,ATIVO,4/29/1997,8/28/1974,
01.624.528/0001-02,SOCIEDADE PART CIMENTEIRAS SA,CANCELADA,4/18/1997,,6/29/1998
51.936.094/0001-46,SOFIMA SA,CANCELADA,1/12/1987,,1/5/1996
62.816.426/0001-75,SOGERAL LEASING SA ARREND MERC,CANCELADA,11/7/1983,,1/18/2000
32.286.411/0001-81,SOLA SA INDS ALIMENTICIAS,CANCELADA,1/10/1995,1/10/1995,4/8/2011
05.615.334/0001-93,SOLAE DO BRASIL HOLDINGS SA,CANCELADA,7/15/2003,4/3/2003,11/13/2003
41.052.420/0001-07,SOLAR BEBIDAS S.A.,ATIVO,11/11/2022,3/2/2021,
01.368.194/0001-45,SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR,CANCELADA,12/26/1996,6/17/1993,1/4/2010
40.263.170/0001-83,SOLVI ESSENCIS AMBIENTAL S.A.,ATIVO,1/10/2023,8/26/2009,
02.541.982/0001-54,SOMOS EDUCAÇÃO S.A.,CANCELADA,7/22/2011,5/4/1998,5/22/2019
93.209.765/0001-17,SONAE DISTRIBUIÇÃO BRASIL SA,CANCELADA,1/17/1997,,11/24/1998
